"DATE_GR_PA_PAnewWindow;[2010,1,31,15,8,11]"	year	month	day	secs1970	dODdt_peak_start_time	dODdt_peak_max_time	dODdt_peak_finish_time	dODdt_max_val	GR_secs	PA_newWindow
948-ML_M5_35__YPR074C__GAL;1;2;8	2010	8	1	1280620800	31101	42309	44794	0.191474	6501.236403	0.289266
952-ML_M5_35__YMR205C__GAL;1;2;8	2010	8	1	1280620800	32372	36067	46008	0.18589	6668.659175	0.170519
963-ML_M5_35__YBR039W__GAL;1;2;8	2010	8	1	1280620800	28620	29887	43523	0.176034	7054.997119	0.029227
975-ML_M5_35__YDL174C__GAL;1;2;8	2010	8	1	1280620800	28620	31101	41036	0.211301	5875.973837	0.022305
1002-ML_M5_35__YGR177C__GAL;1;2;8	2010	8	1	1280620800	29887	38555	42309	0.201859	6153.811384	0.02723
1099-ML_M5_35__YKL080W__GAL;1;2;8	2010	8	1	1280620800	29887	34856	43523	0.193131	6418.639587	0.100701
1055-ML_M5_35__YNR072W__GAL;1;2;8	2010	8	1	1280620800	31101	39825	44794	0.190395	6538.083563	0.000986
852-ML_M5_36__YER073W__GAL;1;2;8	2010	8	1	1280620800	31101	37338	44794	0.189356	6573.950062	0.09946
892-ML_M5_36__YKL029C__GAL;1;2;8	2010	8	1	1280620800	29887	41036	44794	0.179918	6904.545706	0.033614
929-ML_M5_36__YNR034W__GAL;1;2;8	2010	8	1	1280620800	31101	41036	44794	0.196066	6348.963707	0.035521
1006-ML_M5_36__YHL011C__GAL;1;2;8	2010	8	1	1280620800	28620	37338	42309	0.196472	6334.010515	0.084688
1053-ML_M5_36__YNL277W__GAL;1;2;8	2010	8	1	1280620800	28620	38555	41036	0.215335	5765.906368	0.062941
1077-ML_M5_36__YJR158W__GAL;1;2;8	2010	8	1	1280620800	32372	42309	46008	0.194557	6371.589458	0.008887
867-ML_M5_35_new__YGR248W__GAL;1;2;8	2010	8	1	1280620800	31101	42309	44794	0.190736	6526.406626	0.087776
891-DP_Met_Trans1_36__YJR159W__GAL;1;2;8	2010	8	1	1280620800	29887	37338	43523	0.188857	6563.905168	0.028693
1353-DP_Met_Trans2_36__YKL127W__GAL;1;2;8	2010	8	1	1280620800	31101	42309	44794	0.19626	6342.705354	0.016706
1350-DP_Met_Trans2_36__YPR001W__GAL;1;2;8	2010	8	1	1280620800	29887	33587	43523	0.184891	6704.679272	0.008094
833-DP_Met_Trans1_34__YCR012W__GAL;1;2;8	2010	8	1	1280620800	31101	33587	44794	0.186575	6671.931632	0.699259
1111-DP_Met_Trans2_34__YLR295C__GAL;1;2;8	2010	8	1	1280620800	29887	39825	43523	0.186137	6659.793582	0.295828
563__MSRFP__GAL;2;2;8	2010	8	1	1280620800	31101	41036	43523	0.203688	6098.546626	0.003266
1009-DP_Met_Trans2_35_A__YOR108W__GAL;1;2;8	2010	8	1	1280620800	29887	37338	43523	0.192197	6449.807636	0.056806
1357-DP_Met_Trans2_34__YGR254W__GAL;1;2;8	2010	8	1	1280620800	29887	39825	43523	0.183428	6758.151036	0.421918
1358-DP_Met_Trans2_34__YLR081W__GAL;1;2;8	2010	8	1	1280620800	28620	38555	42309	0.183298	6789.236428	4.008136
68__YOR063W__GAL;3;2;8	2010	8	1	1280620800	28620	36067	42309	0.191508	6498.185319	1.14772
564__MSYFP__GAL;1;2;8	2010	8	1	1280620800	29887	31101	43523	0.191829	6462.191042	0.008296
564__MSYFP__GAL;2;2;8	2010	8	1	1280620800	29887	32372	43523	0.190577	6504.641965	-0.000158
11111__m__GAL;2;2;8	2010	8	1	1280620800	63402	63402	65884	1.042521	944.255863	-11.988888
11111__m__GAL;1;1;9	2010	8	20	1282262400	6253	6253	6253	-0.757426	-397.94158	NaN
779-ML_M1_34__YDR253C__GAL;1;1;9	2010	8	20	1282262400	17387	19873	29809	0.213347	5822.437098	0.031609
68__YOR063W__GAL;1;1;9	2010	8	20	1282262400	17387	22356	29809	0.208452	5959.165159	1.763779
68__YOR063W__GAL;2;1;9	2010	8	20	1282262400	17387	23642	29809	0.207718	5980.221914	1.946758
781-ML_M1_34__YER040W__GAL;1;1;9	2010	8	20	1282262400	18673	27323	31094	0.203477	6104.373396	0.033154
823-ML_M1_35__YBR117C__GAL;1;1;9	2010	8	20	1282262400	17387	24841	31094	0.195379	6377.81134	0.025068
849-ML_M1_35__YEL011W__GAL;1;1;9	2010	8	20	1282262400	21156	33579	34777	0.198478	6238.827588	0.088788
563__MSRFP__GAL;1;1;9	2010	8	20	1282262400	17387	19873	31094	0.197183	6319.463077	0
858-ML_M1_35__YGL062W__GAL;1;1;9	2010	8	20	1282262400	16187	19873	28610	0.212301	5851.58751	0.109368
805-ML_M1_36__YBL103C__GAL;1;1;9	2010	8	20	1282262400	17387	23642	29809	0.208238	5965.279924	0.082771
871-ML_M2_34__YGR292W__GAL;1;1;9	2010	8	20	1282262400	22356	29809	34777	0.212018	5858.463844	0.067643
880-ML_M2_34__YIR031C__GAL;1;1;9	2010	8	20	1282262400	16187	23642	28610	0.200781	6187.348143	0.038763
885-ML_M2_35__YJL200C__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.206436	6016.888628	0.521254
905-ML_M2_35__YLR153C__GAL;1;1;9	2010	8	20	1282262400	19873	22356	33579	0.188211	6620.214042	0.394126
923-ML_M2_36__YMR323W__GAL;1;1;9	2010	8	20	1282262400	19873	19873	33579	0.198852	6265.970092	-0.00205
1023-ML_M3_34__YJR153W__GAL;1;1;9	2010	8	20	1282262400	24841	36063	37308	0.209013	5964.697759	0.014277
1024-ML_M3_34__YJR160C__GAL;1;1;9	2010	8	20	1282262400	17387	18673	29809	0.207594	5983.800809	0.048184
1049-ML_M3_34__YMR256C__GAL;1;1;9	2010	8	20	1282262400	16187	22356	28610	0.207126	5997.812652	0.445713
1050-ML_M3_34__YNL009W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.204408	6076.571151	0.034369
1112-ML_M4_34__YEL027W__GAL;1;1;9	2010	8	20	1282262400	22356	22356	36063	0.196629	6337.28405	0.276203
1124-ML_M4_34__YHR051W__GAL;1;1;9	2010	8	20	1282262400	16187	23642	28610	0.202076	6147.6799	0.535623
1125-ML_M4_34__YLR395C__GAL;1;1;9	2010	8	20	1282262400	31094	43555	44755	0.193517	6417.582558	0.191536
1117-ML_M4_35__YHR094C__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.203049	6117.242696	0.016488
793-ML_M4_35__YLR098C__GAL;1;1;9	2010	8	20	1282262400	17387	24841	29809	0.208095	5969.386916	0.018591
815-ML_M4_35__YAL038W__GAL;1;1;9	2010	8	20	1282262400	17387	24841	29809	0.208675	5952.795626	0.531532
776-ML_M5_34__YDR096W__GAL;1;1;9	2010	8	20	1282262400	17387	24841	29809	0.208414	5960.260333	0.117321
792-ML_M5_34__YLL054C__GAL;1;1;9	2010	8	20	1282262400	19873	23642	32293	0.207985	5971.598392	0.006352
808-ML_M5_34__YJL089W__GAL;1;1;9	2010	8	20	1282262400	17387	24841	31094	0.197014	6324.889712	0.015255
819-ML_M5_34__YBR001C__GAL;1;1;9	2010	8	20	1282262400	22356	22356	34777	0.200808	6185.519988	0.035594
844-ML_M5_34__YDR050C__GAL;1;1;9	2010	8	20	1282262400	18673	29809	32293	0.192963	6416.666397	-0.008068
845-ML_M5_34__YDR074W__GAL;1;1;9	2010	8	20	1282262400	23642	28610	36063	0.199418	6228.6407	0.225444
863-ML_M5_34__YGR087C__GAL;1;1;9	2010	8	20	1282262400	24841	27323	37308	0.204745	6089.041889	-0.005132
864-ML_M5_34__YGR143W__GAL;1;1;9	2010	8	20	1282262400	16187	22356	28610	0.209384	5933.107086	0.128762
869-ML_M5_34__YGR256W__GAL;1;1;9	2010	8	20	1282262400	17387	24841	29809	0.205961	6031.253405	0.023507
870-ML_M5_34__YGR287C__GAL;1;1;9	2010	8	20	1282262400	14903	19873	27323	0.215388	5766.325895	0.02016
877-ML_M5_34__YIL099W__GAL;1;1;9	2010	8	20	1282262400	19873	26124	32293	0.203277	6109.893976	-0.004176
879-ML_M5_34__YIL172C__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.206719	6008.630828	0.033118
888-ML_M5_34__YJR009C__GAL;1;1;9	2010	8	20	1282262400	17387	26124	29809	0.20181	6155.294625	0.439005
901-ML_M5_34__YKR097W__GAL;1;1;9	2010	8	20	1282262400	21156	27323	33579	0.201674	6159.929693	-0.001609
918-ML_M5_34__YMR118C__GAL;1;1;9	2010	8	20	1282262400	17387	22356	31094	0.198477	6278.277092	0.008942
920-ML_M5_34__YMR261C__GAL;1;1;9	2010	8	20	1282262400	16187	22356	28610	0.216938	5726.509789	0.040654
940-ML_M5_34__YOR393W__GAL;1;1;9	2010	8	20	1282262400	17387	19873	29809	0.202332	6139.410291	0.022522
945-ML_M5_34__YPR002W__GAL;1;1;9	2010	8	20	1282262400	17387	18673	29809	0.207067	5999.026291	0.064213
947-ML_M5_34__YPR026W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.204906	6061.792441	0.021435
953-ML_M5_34__YGR240C__GAL;1;1;9	2010	8	20	1282262400	18673	23642	31094	0.206327	6020.052238	0.327894
962-ML_M5_34__YBL099W__GAL;1;1;9	2010	8	20	1282262400	22356	24841	36063	0.19741	6312.186434	0.370563
965-ML_M5_34__YBR291C__GAL;1;1;9	2010	8	20	1282262400	18673	21156	32293	0.195982	6317.840691	0.356168
978-ML_M5_34__YDL185W__GAL;1;1;9	2010	8	20	1282262400	16187	19873	28610	0.216023	5750.764209	0.186595
996-ML_M5_34__YFL030W__GAL;1;1;9	2010	8	20	1282262400	16187	18673	28610	0.217066	5723.141891	0.179623
1007-ML_M5_34__YHR039C-A__GAL;1;1;9	2010	8	20	1282262400	17387	23642	29809	0.203137	6115.079773	0.208442
1031-ML_M5_34__YKL216W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.203368	6107.655319	0.20486
1032-ML_M5_34__YKL217W__GAL;1;1;9	2010	8	20	1282262400	18673	19873	31094	0.206851	6004.806859	0.207627
1044-ML_M5_34__YLR447C__GAL;1;1;9	2010	8	20	1282262400	19873	22356	32293	0.202382	6136.90123	0.15762
1058-ML_M5_34__YOL136C__GAL;1;1;9	2010	8	20	1282262400	17387	19873	29809	0.20535	6049.198427	0.052112
1070-ML_M5_34__YPR036W__GAL;1;1;9	2010	8	20	1282262400	18673	21156	31094	0.203641	6099.445831	0.194376
1074-ML_M5_34__YLR348C__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.202122	6145.313284	0.019047
990-ML_M5_34__YEL069C__GAL;1;1;9	2010	8	20	1282262400	16187	18673	28610	0.205217	6053.578867	0.047312
810-ML_M5_34__YPL230W__GAL;1;1;9	2010	8	20	1282262400	18673	26124	31094	0.208083	5969.266807	0.277143
1029-ML_M5_34__YKL182W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	32293	0.196071	6314.961522	0.432244
1107-ML_M5_34__YDR019C__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.202288	6140.2489	0.027476
1126-ML_M5_34__YGR147C__GAL;1;1;9	2010	8	20	1282262400	17387	23642	31094	0.198555	6275.806639	0.01821
807-ML_M5_34__YMR042W__GAL;1;1;9	2010	8	20	1282262400	23642	34777	36063	0.201332	6169.421886	0.038528
967-ML_M5_34__YCL035C__GAL;1;1;9	2010	8	20	1282262400	22356	33579	34777	0.202872	6122.588614	0.118082
1108-ML_M5_34__YMR267W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	32293	0.199239	6214.541061	0.036463
836-ML_M5_35__YDL021W__GAL;1;1;9	2010	8	20	1282262400	17387	18673	29809	0.204863	6063.570607	0.161604
840-ML_M5_35__YDL131W__GAL;1;1;9	2010	8	20	1282262400	17387	23642	29809	0.208824	5948.560342	0.599785
850-ML_M5_36_new__YEL039C__GAL;1;1;9	2010	8	20	1282262400	16187	22356	29809	0.191159	6478.178919	0.153679
859-ML_M5_35__YGL253W__GAL;1;1;9	2010	8	20	1282262400	18673	22356	31094	0.203655	6099.04126	0.725386
872-ML_M5_35__YHL012W__GAL;1;1;9	2010	8	20	1282262400	19873	19873	32293	0.200249	6202.283337	0.001578
948-ML_M5_35__YPR074C__GAL;1;1;9	2010	8	20	1282262400	24841	36063	39792	0.177395	7023.387849	0.202821
952-ML_M5_35__YMR205C__GAL;1;1;9	2010	8	20	1282262400	18673	28610	32293	0.19273	6424.453221	0.241024
963-ML_M5_35__YBR039W__GAL;1;1;9	2010	8	20	1282262400	17387	17387	29809	0.194091	6400.096603	0.037352
975-ML_M5_35__YDL174C__GAL;1;1;9	2010	8	20	1282262400	17387	21156	29809	0.203766	6096.19914	0.070132
1002-ML_M5_35__YGR177C__GAL;1;1;9	2010	8	20	1282262400	24841	34777	37308	0.19995	6235.072647	0.016042
1099-ML_M5_35__YKL080W__GAL;1;1;9	2010	8	20	1282262400	21156	28610	33579	0.204335	6079.718697	0.116256
1055-ML_M5_35__YNR072W__GAL;1;1;9	2010	8	20	1282262400	18673	21156	31094	0.20158	6161.836532	0.015855
852-ML_M5_36__YER073W__GAL;1;1;9	2010	8	20	1282262400	24841	34777	37308	0.204729	6089.521309	0.085938
892-ML_M5_36__YKL029C__GAL;1;1;9	2010	8	20	1282262400	17387	23642	31094	0.197395	6312.682291	0.053943
929-ML_M5_36__YNR034W__GAL;1;1;9	2010	8	20	1282262400	21156	29809	33579	0.203996	6089.840078	0.047187
1006-ML_M5_36__YHL011C__GAL;1;1;9	2010	8	20	1282262400	23642	34777	37308	0.193288	6427.533517	0.059883
1053-ML_M5_36__YNL277W__GAL;1;1;9	2010	8	20	1282262400	16187	17387	28610	0.210383	5904.953061	0.181348
1077-ML_M5_36__YJR158W__GAL;1;1;9	2010	8	20	1282262400	16187	18673	28610	0.209609	5926.738809	0.042179
867-ML_M5_35_new__YGR248W__GAL;1;1;9	2010	8	20	1282262400	17387	19873	29809	0.201561	6162.899989	0.115972
891-DP_Met_Trans1_36__YJR159W__GAL;1;1;9	2010	8	20	1282262400	17387	22356	29809	0.202491	6134.603782	0.026854
1353-DP_Met_Trans2_36__YKL127W__GAL;1;1;9	2010	8	20	1282262400	17387	22356	29809	0.203522	6103.521472	0.027206
1350-DP_Met_Trans2_36__YPR001W__GAL;1;1;9	2010	8	20	1282262400	24841	37308	38594	0.196389	6366.314865	-0.016509
833-DP_Met_Trans1_34__YCR012W__GAL;1;1;9	2010	8	20	1282262400	18673	27323	31094	0.204633	6069.905029	1.051444
1111-DP_Met_Trans2_34__YLR295C__GAL;1;1;9	2010	8	20	1282262400	18673	21156	31094	0.201989	6149.335767	0.380032
563__MSRFP__GAL;2;1;9	2010	8	20	1282262400	16187	22356	29809	0.199111	6219.450657	0.026886
1009-DP_Met_Trans2_35_A__YOR108W__GAL;1;1;9	2010	8	20	1282262400	22356	31094	36063	0.197874	6297.395416	0.052705
1357-DP_Met_Trans2_34__YGR254W__GAL;1;1;9	2010	8	20	1282262400	26124	38594	39792	0.19392	6407.51477	0.372618
1358-DP_Met_Trans2_34__YLR081W__GAL;1;1;9	2010	8	20	1282262400	22356	22356	36063	0.181426	6868.317894	3.145031
68__YOR063W__GAL;3;1;9	2010	8	20	1282262400	19873	21156	32293	0.206516	6014.061168	1.542521
564__MSYFP__GAL;1;1;9	2010	8	20	1282262400	16187	18673	28610	0.200099	6208.427141	0.004706
564__MSYFP__GAL;2;1;9	2010	8	20	1282262400	21156	31094	33579	0.201314	6170.968315	-0.014269
11111__m__GAL;2;1;9	2010	8	20	1282262400	6253	6253	6253	-0.757426	-397.94158	NaN
11111__m__GAL;1;2;9	2010	8	20	1282262400	58455	58455	118079	0.008896	139639.105	1.049169
779-ML_M1_34__YDR253C__GAL;1;2;9	2010	8	20	1282262400	26109	37309	38580	0.199539	6249.892861	0.007995
68__YOR063W__GAL;1;2;9	2010	8	20	1282262400	17386	27323	29809	0.209819	5920.822831	1.71545
68__YOR063W__GAL;2;2;9	2010	8	20	1282262400	17386	28595	31079	0.19461	6396.477243	1.287491
781-ML_M1_34__YER040W__GAL;1;2;9	2010	8	20	1282262400	24840	36049	37309	0.201786	6179.3158	0.022955
823-ML_M1_35__YBR117C__GAL;1;2;9	2010	8	20	1282262400	17386	23627	31079	0.198286	6277.879685	0.03369
849-ML_M1_35__YEL011W__GAL;1;2;9	2010	8	20	1282262400	16172	22355	28595	0.203104	6116.582548	0.135652
563__MSRFP__GAL;1;2;9	2010	8	20	1282262400	27323	31079	41060	0.18981	6579.3222	0
858-ML_M1_35__YGL062W__GAL;1;2;9	2010	8	20	1282262400	23627	36049	37309	0.193637	6423.457892	0.039959
805-ML_M1_36__YBL103C__GAL;1;2;9	2010	8	20	1282262400	23627	36049	37309	0.199452	6236.191426	0.030497
871-ML_M2_34__YGR292W__GAL;1;2;9	2010	8	20	1282262400	26109	36049	38580	0.203041	6142.118223	0.044286
880-ML_M2_34__YIR031C__GAL;1;2;9	2010	8	20	1282262400	19873	23627	33564	0.197675	6296.382641	-0.007079
885-ML_M2_35__YJL200C__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.211354	5876.859729	0.468009
905-ML_M2_35__YLR153C__GAL;1;2;9	2010	8	20	1282262400	17386	23627	29809	0.206349	6020.385695	0.54384
923-ML_M2_36__YMR323W__GAL;1;2;9	2010	8	20	1282262400	19873	24840	32292	0.205313	6048.801956	0.007126
1023-ML_M3_34__YJR153W__GAL;1;2;9	2010	8	20	1282262400	19873	28595	32292	0.201194	6172.644542	0.019921
1024-ML_M3_34__YJR160C__GAL;1;2;9	2010	8	20	1282262400	16172	18658	29809	0.197915	6263.943552	0.066531
1049-ML_M3_34__YMR256C__GAL;1;2;9	2010	8	20	1282262400	17386	19873	29809	0.208013	5972.22638	0.41507
1050-ML_M3_34__YNL009W__GAL;1;2;9	2010	8	20	1282262400	24840	36049	37309	0.210389	5926.643242	0.017256
1112-ML_M4_34__YEL027W__GAL;1;2;9	2010	8	20	1282262400	17386	19873	29809	0.202239	6142.717479	0.4212
1124-ML_M4_34__YHR051W__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.207801	5977.345108	0.381845
1125-ML_M4_34__YLR395C__GAL;1;2;9	2010	8	20	1282262400	18658	24840	32292	0.194023	6388.173153	0.286698
1117-ML_M4_35__YHR094C__GAL;1;2;9	2010	8	20	1282262400	18658	21142	31079	0.203429	6105.810196	0.004426
793-ML_M4_35__YLR098C__GAL;1;2;9	2010	8	20	1282262400	23627	39792	41060	0.148924	8361.38993	0.003073
815-ML_M4_35__YAL038W__GAL;1;2;9	2010	8	20	1282262400	22355	32292	34777	0.200253	6203.159053	0.42777
776-ML_M5_34__YDR096W__GAL;1;2;9	2010	8	20	1282262400	17386	18658	29809	0.211146	5883.616193	0.124385
792-ML_M5_34__YLL054C__GAL;1;2;9	2010	8	20	1282262400	26109	36049	38580	0.200799	6210.680802	-0.001169
808-ML_M5_34__YJL089W__GAL;1;2;9	2010	8	20	1282262400	29809	41060	43539	0.1883	6628.700864	-0.003188
819-ML_M5_34__YBR001C__GAL;1;2;9	2010	8	20	1282262400	18658	24840	31079	0.210363	5904.566955	0.056134
844-ML_M5_34__YDR050C__GAL;1;2;9	2010	8	20	1282262400	24840	37309	38580	0.19673	6349.271161	-0.00996
845-ML_M5_34__YDR074W__GAL;1;2;9	2010	8	20	1282262400	17386	19873	29809	0.205622	6041.656496	0.262316
863-ML_M5_34__YGR087C__GAL;1;2;9	2010	8	20	1282262400	22355	23627	34777	0.205288	6051.013799	0.000284
864-ML_M5_34__YGR143W__GAL;1;2;9	2010	8	20	1282262400	27323	38580	39792	0.201001	6203.454597	0.049214
869-ML_M5_34__YGR256W__GAL;1;2;9	2010	8	20	1282262400	27323	38580	39792	0.202525	6156.764603	0.010711
870-ML_M5_34__YGR287C__GAL;1;2;9	2010	8	20	1282262400	14902	16172	26109	0.229032	5436.901023	-0.020107
877-ML_M5_34__YIL099W__GAL;1;2;9	2010	8	20	1282262400	19873	24840	32292	0.20447	6073.750313	-0.015515
879-ML_M5_34__YIL172C__GAL;1;2;9	2010	8	20	1282262400	26109	34777	38580	0.205996	6054.010245	-0.006652
888-ML_M5_34__YJR009C__GAL;1;2;9	2010	8	20	1282262400	28595	39792	41060	0.201146	6197.004638	0.280029
901-ML_M5_34__YKR097W__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.200338	6200.034424	0.001559
918-ML_M5_34__YMR118C__GAL;1;2;9	2010	8	20	1282262400	17386	21142	29809	0.207943	5974.226047	0.006206
920-ML_M5_34__YMR261C__GAL;1;2;9	2010	8	20	1282262400	22355	22355	36049	0.190964	6519.060649	0.015559
940-ML_M5_34__YOR393W__GAL;1;2;9	2010	8	20	1282262400	17386	19873	29809	0.202033	6148.990081	0.022248
945-ML_M5_34__YPR002W__GAL;1;2;9	2010	8	20	1282262400	21142	21142	33564	0.200654	6190.744536	0.034903
947-ML_M5_34__YPR026W__GAL;1;2;9	2010	8	20	1282262400	19873	23627	33564	0.199232	6247.170459	0.006276
953-ML_M5_34__YGR240C__GAL;1;2;9	2010	8	20	1282262400	19873	21142	32292	0.203744	6095.387149	0.252434
962-ML_M5_34__YBL099W__GAL;1;2;9	2010	8	20	1282262400	17386	23627	31079	0.198288	6277.815935	0.486449
965-ML_M5_34__YBR291C__GAL;1;2;9	2010	8	20	1282262400	19873	21142	32292	0.201994	6148.210417	0.325841
978-ML_M5_34__YDL185W__GAL;1;2;9	2010	8	20	1282262400	13691	22355	26109	0.209214	5935.554718	0.228227
996-ML_M5_34__YFL030W__GAL;1;2;9	2010	8	20	1282262400	24840	34777	38580	0.189298	6598.527671	0.064639
1007-ML_M5_34__YHR039C-A__GAL;1;2;9	2010	8	20	1282262400	22355	29809	34777	0.204522	6073.675415	0.14061
1031-ML_M5_34__YKL216W__GAL;1;2;9	2010	8	20	1282262400	17386	21142	29809	0.207241	5994.473662	0.187232
1032-ML_M5_34__YKL217W__GAL;1;2;9	2010	8	20	1282262400	19873	22355	32292	0.207538	5983.971553	0.168872
1044-ML_M5_34__YLR447C__GAL;1;2;9	2010	8	20	1282262400	17386	24840	29809	0.206613	6012.681467	0.176813
1058-ML_M5_34__YOL136C__GAL;1;2;9	2010	8	20	1282262400	19873	28595	32292	0.207107	5996.404026	0.032113
1070-ML_M5_34__YPR036W__GAL;1;2;9	2010	8	20	1282262400	17386	21142	31079	0.198433	6273.249699	0.173379
1074-ML_M5_34__YLR348C__GAL;1;2;9	2010	8	20	1282262400	17386	27323	29809	0.201525	6164.50674	0.020312
990-ML_M5_34__YEL069C__GAL;1;2;9	2010	8	20	1282262400	23627	36049	37309	0.192077	6475.632872	0.015811
810-ML_M5_34__YPL230W__GAL;1;2;9	2010	8	20	1282262400	17386	23627	29809	0.200925	6182.916155	0.25162
1029-ML_M5_34__YKL182W__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.205627	6040.538288	0.425782
1107-ML_M5_34__YDR019C__GAL;1;2;9	2010	8	20	1282262400	17386	23627	31079	0.191374	6504.6399	0.001885
1126-ML_M5_34__YGR147C__GAL;1;2;9	2010	8	20	1282262400	18658	28595	31079	0.212461	5846.238238	0.023919
807-ML_M5_34__YMR042W__GAL;1;2;9	2010	8	20	1282262400	26109	36049	39792	0.194071	6409.541373	0.020309
967-ML_M5_34__YCL035C__GAL;1;2;9	2010	8	20	1282262400	21142	28595	34777	0.187307	6617.71472	0.079598
1108-ML_M5_34__YMR267W__GAL;1;2;9	2010	8	20	1282262400	18658	21142	31079	0.204564	6071.931342	0.030069
836-ML_M5_35__YDL021W__GAL;1;2;9	2010	8	20	1282262400	16172	18658	27323	0.222069	5579.341927	0.176433
840-ML_M5_35__YDL131W__GAL;1;2;9	2010	8	20	1282262400	16172	23627	28595	0.208581	5955.971539	0.634812
850-ML_M5_36_new__YEL039C__GAL;1;2;9	2010	8	20	1282262400	28595	32292	41060	0.205327	6070.798317	0.06357
859-ML_M5_35__YGL253W__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.204763	6066.0408	0.677904
872-ML_M5_35__YHL012W__GAL;1;2;9	2010	8	20	1282262400	18658	21142	31079	0.203271	6110.558129	0.005638
948-ML_M5_35__YPR074C__GAL;1;2;9	2010	8	20	1282262400	19873	22355	32292	0.207025	5998.799587	0.369158
952-ML_M5_35__YMR205C__GAL;1;2;9	2010	8	20	1282262400	18658	23627	31079	0.212166	5854.382579	0.237929
963-ML_M5_35__YBR039W__GAL;1;2;9	2010	8	20	1282262400	22355	34777	36049	0.192802	6456.940625	0.02152
975-ML_M5_35__YDL174C__GAL;1;2;9	2010	8	20	1282262400	14902	17386	27323	0.219165	5667.42078	0.082079
1002-ML_M5_35__YGR177C__GAL;1;2;9	2010	8	20	1282262400	26109	37309	38580	0.203563	6126.353275	0.022282
1099-ML_M5_35__YKL080W__GAL;1;2;9	2010	8	20	1282262400	17386	27323	29809	0.204646	6070.483042	0.121422
1055-ML_M5_35__YNR072W__GAL;1;2;9	2010	8	20	1282262400	18658	23627	32292	0.196764	6299.187944	-0.0117
852-ML_M5_36__YER073W__GAL;1;2;9	2010	8	20	1282262400	18658	27323	31079	0.20356	6101.889125	0.129266
892-ML_M5_36__YKL029C__GAL;1;2;9	2010	8	20	1282262400	18658	27323	32292	0.194735	6364.818855	0.041316
929-ML_M5_36__YNR034W__GAL;1;2;9	2010	8	20	1282262400	22355	34777	36049	0.196653	6330.481872	0.029908
1006-ML_M5_36__YHL011C__GAL;1;2;9	2010	8	20	1282262400	22355	34777	36049	0.198558	6269.740514	0.056912
1053-ML_M5_36__YNL277W__GAL;1;2;9	2010	8	20	1282262400	24840	28595	37309	0.21179	5887.447523	0.055984
1077-ML_M5_36__YJR158W__GAL;1;2;9	2010	8	20	1282262400	26109	37309	39792	0.198138	6277.983102	0.006591
867-ML_M5_35_new__YGR248W__GAL;1;2;9	2010	8	20	1282262400	18658	22355	31079	0.213939	5805.864456	0.083895
891-DP_Met_Trans1_36__YJR159W__GAL;1;2;9	2010	8	20	1282262400	17386	21142	29809	0.20327	6111.566444	0.014701
1353-DP_Met_Trans2_36__YKL127W__GAL;1;2;9	2010	8	20	1282262400	17386	22355	29809	0.205713	6039.008297	0.021979
1350-DP_Met_Trans2_36__YPR001W__GAL;1;2;9	2010	8	20	1282262400	26109	38580	39792	0.193657	6423.245787	-0.001353
833-DP_Met_Trans1_34__YCR012W__GAL;1;2;9	2010	8	20	1282262400	16172	22355	28595	0.201405	6168.15469	1.144148
1111-DP_Met_Trans2_34__YLR295C__GAL;1;2;9	2010	8	20	1282262400	17386	21142	29809	0.200341	6200.92809	0.411704
563__MSRFP__GAL;2;2;9	2010	8	20	1282262400	17386	21142	31079	0.197377	6306.801717	0.008233
1009-DP_Met_Trans2_35_A__YOR108W__GAL;1;2;9	2010	8	20	1282262400	16172	23627	29809	0.184428	6722.013707	0.07575
1357-DP_Met_Trans2_34__YGR254W__GAL;1;2;9	2010	8	20	1282262400	16172	23627	28595	0.202266	6141.919122	0.590371
1358-DP_Met_Trans2_34__YLR081W__GAL;1;2;9	2010	8	20	1282262400	17386	22355	32292	0.171703	7234.380392	4.047262
68__YOR063W__GAL;3;2;9	2010	8	20	1282262400	19873	29809	32292	0.201381	6166.91631	1.206046
564__MSYFP__GAL;1;2;9	2010	8	20	1282262400	18658	28595	31079	0.204409	6076.532558	-0.002073
564__MSYFP__GAL;2;2;9	2010	8	20	1282262400	22355	34777	34777	0.200736	6188.220761	0.003052
11111__m__GAL;2;2;9	2010	8	20	1282262400	58455	58455	118079	0.008896	139639.105	-1.128918
11111__m__GAL;1;1;10	2011	2	17	1297900800	19863	91852	79440	0.02135	58134.49652	0.898455
