"DATE_GR_PA_PAnewWindow;[2010,1,31,15,8,11]"	year	month	day	secs1970	dODdt_peak_start_time	dODdt_peak_max_time	dODdt_peak_finish_time	dODdt_max_val	GR_secs	PA_newWindow
773-ML_M1_34__YAL051W__GAL;1;1;10	2011	2	17	1297900800	13692	16175	24825	0.213544	5792.717147	0.042449
774-ML_M1_34__YDL106C__GAL;1;1;10	2011	2	17	1297900800	13692	14891	24825	0.212376	5824.576918	0.097773
777-ML_M1_34__YDR169C__GAL;1;1;10	2011	2	17	1297900800	13692	19863	26108	0.207026	5997.308049	0.100597
68__YOR063W__GAL;1;1;10	2011	2	17	1297900800	14891	21145	27305	0.20844	5955.678874	1.607911
68__YOR063W__GAL;2;1;10	2011	2	17	1297900800	14891	19863	27305	0.200032	6206.020363	1.404415
782-ML_M1_34__YGL035C__GAL;1;1;10	2011	2	17	1297900800	14891	16175	26108	0.207606	6003.364614	0.097796
563__MSRFP__GAL;1;1;10	2011	2	17	1297900800	17380	21145	29785	0.203727	6089.027127	0.000019
786-ML_M1_34__YHR124W__GAL;1;1;10	2011	2	17	1297900800	14891	17380	27305	0.208742	5947.068299	0.022835
787-ML_M1_34__YJL103C__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.216051	5744.942404	0.029794
789-ML_M1_34__YKL038W__GAL;1;1;10	2011	2	17	1297900800	13692	14891	23628	0.229745	5405.982825	0.072055
790-ML_M1_34__YKR067W__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.207892	5970.420445	0.607808
795-ML_M1_34__YLR451W__GAL;1;1;10	2011	2	17	1297900800	16175	24825	28587	0.203935	6086.251883	0.066279
796-ML_M1_34__YML051W__GAL;1;1;10	2011	2	17	1297900800	16175	19863	28587	0.201481	6160.387345	0.261341
797-ML_M1_34__YML081W__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.203146	6110.869831	0.043841
798-ML_M1_34__YMR280C__GAL;1;1;10	2011	2	17	1297900800	14891	18664	27305	0.206493	6011.836052	0.079673
803-ML_M1_34__YKL109W__GAL;1;1;10	2011	2	17	1297900800	16175	18664	28587	0.215419	5761.789974	0.228606
806-ML_M1_34__YDR259C__GAL;1;1;10	2011	2	17	1297900800	13692	21145	26108	0.217916	5697.611752	0.020893
813-ML_M1_34__YPL038W__GAL;1;1;10	2011	2	17	1297900800	14891	21145	27305	0.212547	5840.584926	0.038102
814-ML_M1_34__YKR034W__GAL;1;1;10	2011	2	17	1297900800	16175	19863	28587	0.205575	6037.690624	0.022938
799-ML_M1_36__YOR344C__GAL;1;1;10	2011	2	17	1297900800	14891	21145	27305	0.211552	5868.051681	0.128859
563__MSRFP__GAL;2;1;10	2011	2	17	1297900800	18664	22343	32271	0.199174	6210.665287	-0.000815
68__YOR063W__GAL;3;1;10	2011	2	17	1297900800	14891	21145	28587	0.196423	6338.811489	1.365064
68__YOR063W__GAL;4;1;10	2011	2	17	1297900800	14891	21145	27305	0.201668	6155.67355	1.428254
564__MSYFP__GAL;1;1;10	2011	2	17	1297900800	14891	19863	27305	0.210691	5892.045394	0.019175
564__MSYFP__GAL;2;1;10	2011	2	17	1297900800	14891	21145	27305	0.215663	5756.198659	0.009967
784-ML_M1_34__YHL027W__GAL;1;1;10	2011	2	17	1297900800	16175	22343	28587	0.210406	5899.060686	0.168591
775-ML_M1_35__YDL170W__GAL;1;1;10	2011	2	17	1297900800	16175	22343	28587	0.204918	6057.052918	0.032202
778-ML_M1_35__YDR207C__GAL;1;1;10	2011	2	17	1297900800	19863	21145	33556	0.199431	6241.851528	0.0285
11111__m__GAL;2;1;10	2011	2	17	1297900800	57101	57101	58384	0.518407	403.703339	-16.028114
809-ML_M1_35__YJR127C__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.209303	5930.152111	-0.019581
811-ML_M1_35__YBR150C__GAL;1;1;10	2011	2	17	1297900800	13692	21145	26108	0.209202	5934.943371	0.020698
812-ML_M1_35__YIR017C__GAL;1;1;10	2011	2	17	1297900800	13692	21145	26108	0.212923	5831.210692	0.042642
788-ML_M4_34__YJL110C__GAL;1;1;10	2011	2	17	1297900800	14891	19863	27305	0.208752	5946.758779	0.112332
801-ML_M4_34__YPR065W__GAL;1;1;10	2011	2	17	1297900800	16175	26108	28587	0.208204	5961.471284	0.148937
802-ML_M4_34__YPR196W__GAL;1;1;10	2011	2	17	1297900800	14891	16175	26108	0.209679	5944.017449	0.02015
800-ML_M4_35__YPL248C__GAL;1;1;10	2011	2	17	1297900800	16175	22343	28587	0.204179	6078.96722	0.063664
785-ML_M4_35__YHR006W__GAL;1;1;10	2011	2	17	1297900800	21145	21145	33556	0.200599	6186.980854	0.050098
1__YKL112W__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.204781	6062.097005	0.144267
4__YEL009C__GAL;1;1;10	2011	2	17	1297900800	16175	16175	27305	0.202539	6105.811641	0.004764
5__YLR223C__GAL;1;1;10	2011	2	17	1297900800	14891	19863	27305	0.214078	5798.829396	0.08517
6__YFR034C__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.20982	5915.538427	0.126974
7__YNL216W__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.205585	6037.396326	0.137765
205__YLR403W__GAL;1;1;10	2011	2	17	1297900800	18664	22343	31071	0.207926	5967.031789	0.036729
206__YGR274C__GAL;1;1;10	2011	2	17	1297900800	18664	21145	31071	0.205374	6041.178909	0.132602
207__YER148W__GAL;1;1;10	2011	2	17	1297900800	17380	21145	29785	0.205468	6037.430726	0.115635
2__YPR104C__GAL;1;1;10	2011	2	17	1297900800	21145	32271	34756	0.180804	6843.669268	0.033044
1360-TFL_TF1_31__YDR009W__GAL;1;1;10	2011	2	17	1297900800	13692	21145	26108	0.207187	5992.660589	-0.004133
1408-TFL_TF1_31__YOR380W__GAL;1;1;10	2011	2	17	1297900800	13692	16175	24825	0.218834	5652.679722	0.071414
1373-TFL_TF1_31__YDR303C__GAL;1;1;10	2011	2	17	1297900800	14891	17380	27305	0.218138	5690.890262	0.083128
11111__m__GAL;3;1;10	2011	2	17	1297900800	6248	6248	7446	0.255716	44.718905	-93.122496
11111__m__GAL;4;1;10	2011	2	17	1297900800	6248	6248	6248	-1.29268	-922.736575	NaN
1375-TFL_TF1_31__YDR463W__GAL;1;1;10	2011	2	17	1297900800	16175	26108	28587	0.210824	5887.373405	0.179809
1364-TFL_TF1_31__YBL054W__GAL;1;1;10	2011	2	17	1297900800	16175	23628	28587	0.209547	5923.260679	0.047323
1424-TFL_TF1_31__YBR297W__GAL;1;1;10	2011	2	17	1297900800	13692	18664	26108	0.207618	5980.209465	0.143235
1401-TFL_TF1_31__YNL309W__GAL;1;1;10	2011	2	17	1297900800	13692	13692	23628	0.207934	5973.040539	0.124385
1413-TFL_TF1_31__YKL062W__GAL;1;1;10	2011	2	17	1297900800	13692	18664	26108	0.205155	6052.021777	0.101049
1378-TFL_TF1_31__YGL162W__GAL;1;1;10	2011	2	17	1297900800	16175	17380	28587	0.211251	5875.481219	0.064241
1390-TFL_TF1_31__YKR095W-A__GAL;1;1;10	2011	2	17	1297900800	14891	16175	26108	0.211442	5894.445443	0.025568
1402-TFL_TF1_31__YNL314W__GAL;1;1;10	2011	2	17	1297900800	16175	22343	28587	0.21027	5902.885279	0.001781
1426-TFL_TF1_31__YOR337W__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.20617	6021.243371	0.069694
1415-TFL_TF1_31__YPL089C__GAL;1;1;10	2011	2	17	1297900800	16175	22343	29785	0.198234	6241.483082	0.042977
1427-TFL_TF1_31__YPL133C__GAL;1;1;10	2011	2	17	1297900800	14891	16175	26108	0.21111	5903.72307	0.016308
1368-TFL_TF1_31__YCR039C__GAL;1;1;10	2011	2	17	1297900800	13692	21145	26108	0.207326	5988.638389	0.329176
1380-TFL_TF1_31__YHL020C__GAL;1;1;10	2011	2	17	1297900800	13692	19863	26108	0.208848	5945.007374	0.163269
1416-TFL_TF1_31__YGL013C__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.214935	5775.702839	0.070704
1381-TFL_TF1_31__YHR084W__GAL;1;1;10	2011	2	17	1297900800	17380	19863	29785	0.210892	5882.165785	0.064659
1405-TFL_TF1_31__YOR028C__GAL;1;1;10	2011	2	17	1297900800	17380	22343	29785	0.210699	5887.540149	0.144775
1417-TFL_TF1_31__YER088C__GAL;1;1;10	2011	2	17	1297900800	19863	22343	32271	0.204328	6072.602875	0.129402
1429-TFL_TF1_31__YPL075W__GAL;1;1;10	2011	2	17	1297900800	17380	22343	29785	0.200259	6194.468762	0.113209
1370-TFL_TF1_31__YDL048C__GAL;1;1;10	2011	2	17	1297900800	14891	21145	27305	0.20254	6129.153498	0.056792
1382-TFL_TF1_31__YHR178W__GAL;1;1;10	2011	2	17	1297900800	13692	16175	24825	0.206009	6004.602599	0.067559
1394-TFL_TF1_31__YML081W__GAL;1;1;10	2011	2	17	1297900800	16175	19863	28587	0.208539	5951.892504	0.044028
1418-TFL_TF1_31__YDR423C__GAL;1;1;10	2011	2	17	1297900800	16175	22343	27305	0.22245	5559.306708	0.012107
1383-TFL_TF1_31__YHR206W__GAL;1;1;10	2011	2	17	1297900800	17380	21145	29785	0.211392	5868.235501	0.018737
1395-TFL_TF1_31__YMR016C__GAL;1;1;10	2011	2	17	1297900800	16175	18664	28587	0.209056	5937.1779	0.016555
1407-TFL_TF1_31__YOR372C__GAL;1;1;10	2011	2	17	1297900800	16175	18664	28587	0.214358	5790.313955	0.128139
1419-TFL_TF1_31__YOL067C__GAL;1;1;10	2011	2	17	1297900800	16175	23628	29785	0.199476	6202.603093	0.056537
1372-TFL_TF1_32__YDR123C__GAL;1;1;10	2011	2	17	1297900800	17380	24825	29785	0.199922	6204.933589	0.030322
1384-TFL_TF1_32__YIL036W__GAL;1;1;10	2011	2	17	1297900800	13692	18664	26108	0.216195	5742.975556	0.07816
1420-TFL_TF1_32__YNL199C__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.208759	5946.574266	0.056783
1432-TFL_TF1_32__YGL181W__GAL;1;1;10	2011	2	17	1297900800	17380	19863	29785	0.210646	5889.029728	0.112401
1374-TFL_TF1_32__YDR310C__GAL;1;1;10	2011	2	17	1297900800	17380	21145	29785	0.208808	5940.857063	0.053122
1386-TFL_TF1_32__YIL131C__GAL;1;1;10	2011	2	17	1297900800	16175	21145	28587	0.210069	5908.5284	0.025078
1422-TFL_TF1_32__YKL043W__GAL;1;1;10	2011	2	17	1297900800	17380	22343	31071	0.196748	6326.058355	0.036096
1411-TFL_TF1_32__YPR015C__GAL;1;1;10	2011	2	17	1297900800	14891	22343	28587	0.196783	6327.238418	0.01531
1388-TFL_TF1_32__YKL020C__GAL;1;1;10	2011	2	17	1297900800	16175	23628	29785	0.198333	6238.350197	0.093071
1425-TFL_TF1_32__YML007W__GAL;1;1;10	2011	2	17	1297900800	14891	17380	27305	0.209916	5913.803316	0.116678
1379-TFL_TF1_32__YGL237C__GAL;1;1;10	2011	2	17	1297900800	16175	23628	28587	0.208961	5939.858856	0.068451
1403-TFL_TF1_32__YNR023W__GAL;1;1;10	2011	2	17	1297900800	14891	16175	26108	0.226884	5493.270944	0.002896
1392-TFL_TF1_32__YLR256W__GAL;1;1;10	2011	2	17	1297900800	14891	22343	27305	0.210285	5903.409261	0.110124
1404-TFL_TF1_32__YOL108C__GAL;1;1;10	2011	2	17	1297900800	14891	19863	27305	0.212262	5848.440273	0.093026
1369-TFL_TF1_32__YCR106W__GAL;1;1;10	2011	2	17	1297900800	16175	19863	28587	0.211289	5874.41008	0.023936
1406-TFL_TF1_32__YOR162C__GAL;1;1;10	2011	2	17	1297900800	16175	19863	28587	0.21176	5861.36522	-0.000458
1371-TFL_TF1_32__YDR043C__GAL;1;1;10	2011	2	17	1297900800	13692	22343	26108	0.204505	6071.24291	0.044068
11111__m__GAL;5;1;10	2011	2	17	1297900800	6248	6248	22343	0.08394	14749.56953	2.087756
11111__m__GAL;1;2;10	2011	2	17	1297900800	6234	6234	8717	0.559756	2217.931441	-2.167233
563__MSRFP__GAL;1;2;10	2011	2	17	1297900800	16161	18650	27305	0.221355	5593.826598	0.004491
68__YOR063W__GAL;1;2;10	2011	2	17	1297900800	16161	21131	28573	0.203435	6101.200136	1.718504
68__YOR063W__GAL;2;2;10	2011	2	17	1297900800	16161	19863	28573	0.203365	6103.32654	1.544435
68__YOR063W__GAL;3;2;10	2011	2	17	1297900800	16161	17381	28573	0.200585	6187.888174	1.575946
68__YOR063W__GAL;4;2;10	2011	2	17	1297900800	17381	22344	29786	0.201038	6170.466033	1.343009
563__MSRFP__GAL;2;2;10	2011	2	17	1297900800	16161	21131	29786	0.197913	6258.504817	-0.001608
564__MSYFP__GAL;1;2;10	2011	2	17	1297900800	17381	19863	31056	0.188196	6605.76937	0.005326
564__MSYFP__GAL;2;2;10	2011	2	17	1297900800	16161	22344	28573	0.204417	6071.910273	0.013377
1409-TFL_TF1_33__YPL202C__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.2108	5884.73837	0.093357
1421-TFL_TF1_33__YMR172W__GAL;1;2;10	2011	2	17	1297900800	17381	22344	29786	0.203424	6098.109825	-0.006185
1398-TFL_TF1_33__YMR037C__GAL;1;2;10	2011	2	17	1297900800	18650	23615	32272	0.197273	6277.41364	0.037588
1387-TFL_TF1_33__YKL015W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	31056	0.195783	6349.805087	0.005384
1423-TFL_TF1_33__YAL021C__GAL;1;2;10	2011	2	17	1297900800	16161	19863	28573	0.200552	6188.92045	0.033779
1377-TFL_TF1_33__YER169W__GAL;1;2;10	2011	2	17	1297900800	16161	18650	28573	0.203585	6096.709969	0.025584
1366-TFL_TF1_33__YBR089C-A__GAL;1;2;10	2011	2	17	1297900800	17381	21131	29786	0.200228	6195.44409	0.119945
1431-TFL_TF1_33__YBR182C__GAL;1;2;10	2011	2	17	1297900800	16161	19863	28573	0.212911	5829.674941	0.012359
1552-TFL_TF2_31__YBL005W__GAL;1;2;10	2011	2	17	1297900800	16161	22344	28573	0.214616	5783.352041	0.00589
1555-TFL_TF2_31__YDL056W__GAL;1;2;10	2011	2	17	1297900800	17381	26094	29786	0.208144	5959.809868	0.033445
1556-TFL_TF2_31__YDR026C__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.201376	6160.130231	-0.000233
1557-TFL_TF2_31__YDR034C__GAL;1;2;10	2011	2	17	1297900800	19863	23615	33543	0.194083	6407.756363	0.016259
1558-TFL_TF2_31__YDR334W__GAL;1;2;10	2011	2	17	1297900800	18650	22344	32272	0.192988	6416.79268	0.014639
1561-TFL_TF2_31__YER130C__GAL;1;2;10	2011	2	17	1297900800	16161	18650	29786	0.197811	6261.726468	0.075711
1564-TFL_TF2_31__YFR013W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	31056	0.190811	6515.250675	0.025087
1566-TFL_TF2_31__YGL096W__GAL;1;2;10	2011	2	17	1297900800	16161	21131	28573	0.211523	5867.919712	0.009297
1569-TFL_TF2_31__YGL151W__GAL;1;2;10	2011	2	17	1297900800	14891	16161	27305	0.195009	6365.873649	0.067817
1570-TFL_TF2_31__YGL254W__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.209931	5909.097052	0.008775
1572-TFL_TF2_31__YGR249W__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.207535	5977.291274	0.006123
1573-TFL_TF2_31__YIL021W__GAL;1;2;10	2011	2	17	1297900800	16161	21131	28573	0.207708	5975.695772	0.056203
1575-TFL_TF2_31__YIR023W__GAL;1;2;10	2011	2	17	1297900800	16161	22344	29786	0.196239	6311.863212	0.02261
1576-TFL_TF2_31__YJL056C__GAL;1;2;10	2011	2	17	1297900800	19863	19863	34757	0.16451	7544.634042	0.040473
1577-TFL_TF2_31__YJL176C__GAL;1;2;10	2011	2	17	1297900800	14891	19863	28573	0.194015	6410.939935	0.057374
1579-TFL_TF2_31__YKL222C__GAL;1;2;10	2011	2	17	1297900800	16161	17381	28573	0.210572	5894.407816	0.013926
1581-TFL_TF2_31__YLR013W__GAL;1;2;10	2011	2	17	1297900800	14891	22344	27305	0.212472	5842.640084	0.007067
1582-TFL_TF2_31__YLR095C__GAL;1;2;10	2011	2	17	1297900800	16161	22344	28573	0.214318	5791.402545	0.092483
1583-TFL_TF2_31__YLR131C__GAL;1;2;10	2011	2	17	1297900800	16161	18650	28573	0.20816	5962.734536	0.10017
1586-TFL_TF2_31__YMR043W__GAL;1;2;10	2011	2	17	1297900800	16161	19863	28573	0.206808	6001.695137	0.210344
1588-TFL_TF2_31__YNL103W__GAL;1;2;10	2011	2	17	1297900800	13678	21131	26094	0.209935	5914.225367	0.088385
1592-TFL_TF2_31__YOL089C__GAL;1;2;10	2011	2	17	1297900800	17381	21131	31056	0.196987	6310.983931	0.027584
1593-TFL_TF2_31__YOR172W__GAL;1;2;10	2011	2	17	1297900800	16161	18650	29786	0.195861	6324.042604	0.029342
1595-TFL_TF2_31__YPL049C__GAL;1;2;10	2011	2	17	1297900800	13678	16161	24825	0.226131	5477.168345	0.24094
1596-TFL_TF2_31__YPL101W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	29786	0.207429	5980.371176	-0.008007
1598-TFL_TF2_31__YPL139C__GAL;1;2;10	2011	2	17	1297900800	16161	23615	28573	0.213317	5818.556878	0.058879
1599-TFL_TF2_31__YPL177C__GAL;1;2;10	2011	2	17	1297900800	16161	19863	28573	0.203479	6099.903122	0.066995
1600-TFL_TF2_31__YPR052C__GAL;1;2;10	2011	2	17	1297900800	16161	18650	28573	0.207112	5992.879785	0.276008
1601-TFL_TF2_31__YPR086W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	31056	0.195899	6346.041382	0.067541
1603-TFL_TF2_31__YMR019W__GAL;1;2;10	2011	2	17	1297900800	16161	28573	29786	0.197987	6256.146446	-0.013371
1609-TFL_TF2_31__YDR451C__GAL;1;2;10	2011	2	17	1297900800	14891	19863	28573	0.194809	6384.809564	0.278058
1612-TFL_TF2_31__YER161C__GAL;1;2;10	2011	2	17	1297900800	14891	21131	27305	0.21223	5849.31555	0.039522
1613-TFL_TF2_31__YDL020C__GAL;1;2;10	2011	2	17	1297900800	16161	16161	27305	0.209447	5911.868825	0.494973
1614-TFL_TF2_31__YPR009W__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.207501	5978.289259	0.018604
1615-TFL_TF2_31__YDR213W__GAL;1;2;10	2011	2	17	1297900800	19863	27305	32272	0.19994	6206.367236	0.009937
1616-TFL_TF2_31__YOR140W__GAL;1;2;10	2011	2	17	1297900800	17381	22344	31056	0.198598	6259.778568	0.12397
1617-TFL_TF2_31__YMR125W__GAL;1;2;10	2011	2	17	1297900800	17381	22344	29786	0.203294	6102.00521	0.109469
1619-TFL_TF2_31__YDR421W__GAL;1;2;10	2011	2	17	1297900800	16161	21131	29786	0.196875	6291.479619	0.003936
1620-TFL_TF2_31__YGL073W__GAL;1;2;10	2011	2	17	1297900800	19863	19863	33543	0.187254	6641.438946	0.049215
1623-TFL_TF2_31__YBR049C__GAL;1;2;10	2011	2	17	1297900800	18650	22344	31056	0.204971	6052.560464	0.119263
1624-TFL_TF2_31__YER111C__GAL;1;2;10	2011	2	17	1297900800	16161	21131	28573	0.208829	5943.605798	0.075249
1625-TFL_TF2_31__YMR168C__GAL;1;2;10	2011	2	17	1297900800	17381	19863	29786	0.203787	6087.237166	0.050141
1626-TFL_TF2_31__YDL002C__GAL;1;2;10	2011	2	17	1297900800	16161	17381	28573	0.200138	6201.728184	0.066354
1627-TFL_TF2_31__YGR186W__GAL;1;2;10	2011	2	17	1297900800	42205	50923	59583	0.152712	8128.295023	-0.056068
1563-TFL_TF2_32__YFL031W__GAL;1;2;10	2011	2	17	1297900800	18650	18650	32272	0.196896	6289.423919	0.244351
1585-TFL_TF2_32__YLR375W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	29786	0.200548	6185.564764	0.007977
1589-TFL_TF2_32__YNL139C__GAL;1;2;10	2011	2	17	1297900800	14891	22344	28573	0.193098	6441.376179	0.024963
1607-TFL_TF2_32__YBR239C__GAL;1;2;10	2011	2	17	1297900800	14891	19863	27305	0.217502	5707.54668	-0.001927
1571-TFL_TF2_33__YGR104C__GAL;1;2;10	2011	2	17	1297900800	13678	17381	24825	0.227209	5451.16957	0.118858
1574-TFL_TF2_33__YIR013C__GAL;1;2;10	2011	2	17	1297900800	16161	19863	28573	0.210876	5885.927381	0.004474
1611-TFL_TF2_33__YDR392W__GAL;1;2;10	2011	2	17	1297900800	17381	17381	29786	0.189789	6536.221083	0.025105
779-ML_M1_34__YDR253C__GAL;1;2;10	2011	2	17	1297900800	16161	27305	29786	0.199174	6218.880994	0.02343
781-ML_M1_34__YER040W__GAL;1;2;10	2011	2	17	1297900800	19863	22344	33543	0.191619	6490.146171	0.022897
805-ML_M1_36__YBL103C__GAL;1;2;10	2011	2	17	1297900800	18650	21131	32272	0.195272	6341.737762	0.033532
793-ML_M4_35__YLR098C__GAL;1;2;10	2011	2	17	1297900800	16161	16161	28573	0.189428	6552.36719	0.013115
776-ML_M5_34__YDR096W__GAL;1;2;10	2011	2	17	1297900800	17381	21131	28573	0.225962	5503.386359	0.15269
792-ML_M5_34__YLL054C__GAL;1;2;10	2011	2	17	1297900800	16161	21131	28573	0.210741	5889.681308	0.009222
808-ML_M5_34__YJL089W__GAL;1;2;10	2011	2	17	1297900800	17381	27305	29786	0.212211	5845.587326	0.01231
810-ML_M5_34__YPL230W__GAL;1;2;10	2011	2	17	1297900800	18650	21131	32272	0.193688	6393.611309	0.207087
807-ML_M5_34__YMR042W__GAL;1;2;10	2011	2	17	1297900800	17381	29786	31056	0.19724	6302.887286	0.065917
11111__m__GAL;2;2;10	2011	2	17	1297900800	50923	52137	55888	0.578348	2146.198385	-2.529655
11111__m__GAL;3;2;10	2011	2	17	1297900800	108060	109274	116731	0.249816	4958.499915	1.392929
11111__m__GAL;4;2;10	2011	2	17	1297900800	85673	84402	84402	NaN	NaN	NaN
11111__m__GAL;5;2;10	2011	2	17	1297900800	122968	121699	121699	NaN	NaN	NaN
11111__m__GAL;6;2;10	2011	2	17	1297900800	80710	121699	109274	-0.005113	-242913.5883	0.07619
11111__m__GAL;7;2;10	2011	2	17	1297900800	6234	121699	6234	2.166523	338.590891	NaN
11111__m__GAL;8;2;10	2011	2	17	1297900800	6234	6234	18650	0.01273	97531.92077	1.278624
11111__m__GAL;9;2;10	2011	2	17	1297900800	13678	12411	12411	NaN	NaN	NaN
11111__m__GAL;10;2;10	2011	2	17	1297900800	57102	59583	116731	0.016651	74606.93843	-1.79618
11111__m__GAL;11;2;10	2011	2	17	1297900800	38507	38507	39721	0.975225	230.903702	119.52193
11111__m__GAL;12;2;10	2011	2	17	1297900800	122968	121699	121699	NaN	NaN	NaN
11111__m__GAL;13;2;10	2011	2	17	1297900800	111758	121699	119214	-0.020853	-59591.15325	0.525582
11111__m__GAL;14;2;10	2011	2	17	1297900800	57102	121699	116731	0.001322	939824.9179	1.315624
11111__m__GAL;15;2;10	2011	2	17	1297900800	70783	121699	105579	0.017806	69791.07842	0.375137
11111__m__GAL;16;2;10	2011	2	17	1297900800	122968	121699	121699	NaN	NaN	NaN
11111__m__GAL;17;2;10	2011	2	17	1297900800	63334	121699	119214	0.01881	66017.54764	1.003437
11111__m__GAL;18;2;10	2011	2	17	1297900800	6234	6234	7447	0.207999	106.340303	6.394614
11111__m__GAL;19;2;10	2011	2	17	1297900800	122968	121699	121699	NaN	NaN	NaN
11111__m__GAL;20;2;10	2011	2	17	1297900800	6234	6234	14891	0.116441	10620.91858	3.242174
11111__m__GAL;1;1;11	2011	2	22	1298332800	4236	4236	4739	1.954586	257.34346	-0.153904
773-ML_M1_34__YAL051W__GAL;1;1;11	2011	2	22	1298332800	15943	19626	28360	0.219342	5661.019685	0.042687
774-ML_M1_34__YDL106C__GAL;1;1;11	2011	2	22	1298332800	15943	19626	28360	0.216242	5742.170137	0.078457
777-ML_M1_34__YDR169C__GAL;1;1;11	2011	2	22	1298332800	15943	20913	28360	0.213569	5814.046477	0.078657
68__YOR063W__GAL;1;1;11	2011	2	22	1298332800	17143	20913	29558	0.204514	6070.496554	1.478484
68__YOR063W__GAL;2;1;11	2011	2	22	1298332800	20913	20913	33326	0.202299	6135.962512	1.149322
782-ML_M1_34__YGL035C__GAL;1;1;11	2011	2	22	1298332800	15943	20913	28360	0.20271	6125.503533	0.086032
563__MSRFP__GAL;1;1;11	2011	2	22	1298332800	17143	20913	30842	0.198722	6266.851359	0.003045
786-ML_M1_34__YHR124W__GAL;1;1;11	2011	2	22	1298332800	14661	19626	27075	0.216621	5730.748996	0.01265
787-ML_M1_34__YJL103C__GAL;1;1;11	2011	2	22	1298332800	15943	18427	27075	0.233468	5297.889443	0.026528
789-ML_M1_34__YKL038W__GAL;1;1;11	2011	2	22	1298332800	18427	20913	30842	0.214867	5777.984653	0.021318
790-ML_M1_34__YKR067W__GAL;1;1;11	2011	2	22	1298332800	17143	19626	29558	0.210969	5884.760946	0.652571
795-ML_M1_34__YLR451W__GAL;1;1;11	2011	2	22	1298332800	20913	20913	34522	0.196866	6284.37695	0.059752
796-ML_M1_34__YML051W__GAL;1;1;11	2011	2	22	1298332800	19626	23394	32040	0.200841	6181.006018	0.215084
797-ML_M1_34__YML081W__GAL;1;1;11	2011	2	22	1298332800	17143	19626	29558	0.209327	5930.908876	0.02317
798-ML_M1_34__YMR280C__GAL;1;1;11	2011	2	22	1298332800	17143	22112	29558	0.203563	6098.844364	0.083189
803-ML_M1_34__YKL109W__GAL;1;1;11	2011	2	22	1298332800	14661	18427	25876	0.238771	5218.860408	0.245605
806-ML_M1_34__YDR259C__GAL;1;1;11	2011	2	22	1298332800	15943	17143	27075	0.231087	5352.479631	0.006649
813-ML_M1_34__YPL038W__GAL;1;1;11	2011	2	22	1298332800	15943	18427	28360	0.213216	5823.677226	0.014851
814-ML_M1_34__YKR034W__GAL;1;1;11	2011	2	22	1298332800	18427	20913	30842	0.213385	5818.131148	0.001764
799-ML_M1_36__YOR344C__GAL;1;1;11	2011	2	22	1298332800	18427	20913	30842	0.201038	6175.435059	0.114952
563__MSRFP__GAL;2;1;11	2011	2	22	1298332800	18427	19626	30842	0.202227	6139.144108	-0.002462
68__YOR063W__GAL;3;1;11	2011	2	22	1298332800	18427	25876	32040	0.195751	6322.045077	1.219271
68__YOR063W__GAL;4;1;11	2011	2	22	1298332800	17143	19626	30842	0.199598	6239.360289	1.320896
564__MSYFP__GAL;1;1;11	2011	2	22	1298332800	14661	19626	25876	0.227775	5470.78645	0.002319
564__MSYFP__GAL;2;1;11	2011	2	22	1298332800	15943	20913	28360	0.216569	5733.516372	0.005374
784-ML_M1_34__YHL027W__GAL;1;1;11	2011	2	22	1298332800	17143	24593	29558	0.214808	5779.587575	0.171488
775-ML_M1_35__YDL170W__GAL;1;1;11	2011	2	22	1298332800	15943	20913	28360	0.210165	5908.206876	0.031416
778-ML_M1_35__YDR207C__GAL;1;1;11	2011	2	22	1298332800	18427	18427	30842	0.206039	6025.551932	0.019548
11111__m__GAL;2;1;11	2011	2	22	1298332800	4236	4236	4739	1.704717	295.063614	0.987382
